sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,1.90415281185717,47336.534,47333.136,388658.141311425,388657.729868203,3107982.50465183,3107981.06218365,1.4999999916147868,47334.835,3.3980000000010477,2.265333345997567
1,1.90121128321286,47336.52,47333.141,388658.347553246,388657.946413281,3107982.46402857,3107981.01866124,1.4999999964773603,47334.8305,3.378999999993539,2.252666671952581
2,1.89821669856382,47336.528,47333.229,388658.55162939,388658.158231328,3107982.42387822,3107980.97638454,1.4999999960967463,47334.8785,3.2989999999990687,2.19933333905575
3,1.89516972823188,47336.831,47333.198,388658.755051032,388658.364051807,3107982.38374547,3107980.93560197,1.4999999967612359,47335.0145,3.63300000000163,2.422000005230611
4,1.89207111117529,47336.7,47333.266,388658.954819584,388658.567173231,3107982.34438726,3107980.89534264,1.5000000016096573,47334.983,3.43399999999383,2.2893333308725254
5,1.8889216602503,47336.799,47333.319,388659.151781984,388658.767101948,3107982.30551283,3107980.85567792,1.4999999990101776,47335.059,3.4799999999959255,2.320000001528209
6,1.88572225875644,47337.122,47333.426,388659.345396367,388658.964780137,3107982.26720691,3107980.81629985,1.5000000037170367,47335.274000000005,3.6960000000035507,2.4639999938965147
7,1.88247385964021,47337.095,47333.481,388659.536695471,388659.159615757,3107982.22914142,3107980.77731123,1.500000003898087,47335.288,3.614000000001397,2.4093333270730706
8,1.87917747571821,47337.151,47333.588,388659.725525588,388659.352236741,3107982.19130611,3107980.73849661,1.5000000022315279,47335.3695,3.562999999994645,2.375333329796015
9,1.87583416788388,47337.224,47333.814,388659.911611079,388659.543419491,3107982.15372107,3107980.69961139,1.5000000022322408,47335.519,3.4100000000034925,2.273333329952577
10,1.87244503381802,47337.299,47333.658,388660.096231104,388659.732405092,3107982.11601413,3107980.66080603,1.4999999936880617,47335.4785,3.6409999999959837,2.427333343544775
11,1.86901120410768,47337.138,47333.765,388660.279157944,388659.919954009,3107982.07820225,3107980.62184634,1.500000000997206,47335.451499999996,3.3729999999995925,2.248666665171472
12,1.86553383461578,47337.242,47333.98,388660.460660446,388660.106335765,3107982.04017851,3107980.58262782,1.4999999978813048,47335.611000000004,3.2619999999951688,2.174666669735083
13,1.86201410572406,47337.247,47333.902,388660.641006942,388660.291819357,3107982.00183963,3107980.54304971,1.5000000000404474,47335.5745,3.345000000001164,2.2299999999406444
14,1.85845322602451,47337.283,47334.088,388660.819767358,388660.477364782,3107981.96324982,3107980.50285245,1.5000000004875647,47335.68550000001,3.194999999999709,2.129999999307464
15,1.85485243802346,47337.351,47333.977,388660.998556556,388660.66187368,3107981.92399316,3107980.46226657,1.499999994357469,47335.664000000004,3.3740000000034343,2.2493333417969117
16,1.85121301361439,47337.372,47334.129,388661.176960663,388660.846257477,3107981.88413924,3107980.4210482,1.499999995758734,47335.7505,3.243000000002212,2.162000006114553
17,1.84753624956267,47337.411,47334.239,388661.355216179,388661.030753262,3107981.84360545,3107980.37911788,1.5000000089380325,47335.825,3.1719999999986612,2.1146666540651347
18,1.84382345850974,47337.399,47334.147,388661.533545412,388661.215583887,3107981.80231567,3107980.33640282,1.500000005163469,47335.773,3.2520000000004075,2.1679999925373377
19,1.84007595593933,47337.565,47334.056,388661.712154512,388661.400956047,3107981.76020073,3107980.29283727,1.5000000027772982,47335.8105,3.5090000000054715,2.33933332900563
20,1.83629504948189,47337.387,47334.242,388661.891231886,388661.587058587,3107981.71719873,3107980.24836293,1.5000000010168193,47335.8145,3.1450000000040745,2.0966666652480956
21,1.83248203603386,47337.515,47334.124,388662.070015351,388661.774992694,3107981.6734428,3107980.20274173,1.500000001855036,47335.8195,3.3909999999959837,2.260666663868244
22,1.82863819797999,47337.501,47334.241,388662.250484241,388661.963077783,3107981.62851296,3107980.15630458,1.4999999951853904,47335.871,3.2599999999947613,2.173333340305675
23,1.82476480284502,47337.509,47334.218,388662.431868348,388662.152341184,3107981.58255619,3107980.10883147,1.4999999953192114,47335.8635,3.290999999997439,2.194000006844726
24,1.82086310573667,47337.441,47334.212,388662.614275009,388662.34289032,3107981.53554206,3107980.0602962,1.499999998902152,47335.826499999996,3.2289999999993597,2.152666668241774
25,1.81693435431021,47337.432,47334.219,388662.796719106,388662.535882593,3107981.48763825,3107980.01049089,1.5000000030840714,47335.8255,3.213000000003376,2.1419999955981965
26,1.8129797888411,47337.55,47334.367,388662.981375527,388662.72927343,3107981.43844978,3107979.95978669,1.5000000004907552,47335.9585,3.18300000000454,2.121999999308772
27,1.80900064326797,47337.682,47334.287,388663.167250753,388662.924145765,3107981.38816081,3107979.90799192,1.499999992442806,47335.9845,3.3950000000040745,2.263333344739016
28,1.80499813440022,47337.718,47334.398,388663.35319221,388663.121702325,3107981.3369581,3107979.85492826,1.5000000043909756,47336.058000000005,3.319999999999709,2.213333326854011
29,1.80097344826561,47337.936,47334.357,388663.543002879,388663.318153102,3107981.28425658,3107979.8012048,1.5000000011437145,47336.1465,3.5789999999979045,2.3859999981793347
30,1.79692772879684,47338.177,47334.46,388663.735243635,388663.514915573,3107981.23032363,3107979.74659335,1.4999999994091344,47336.3185,3.717000000004191,2.478000000978904
31,1.79286207784341,47338.288,47334.418,388663.929349743,388663.712501117,3107981.17527478,3107979.69103199,1.4999999953321226,47336.353,3.8700000000026193,2.5800000080304955
32,1.78877755161657,47338.484,47334.604,388664.124410717,388663.911738408,3107981.11927262,3107979.63442566,1.5000000017052042,47336.543999999994,3.8799999999973807,2.5866666637243907
33,1.78467516428717,47338.901,47334.583,388664.321208627,388664.111738624,3107981.06223707,3107979.57693498,1.4999999932920165,47336.742,4.3179999999993015,2.878666679539567
