sample_index,axis,sensor_a,sensor_b,x_a,x_b,y_a,y_b,baseline_distance,mean_field,diff_field,gradient_field
0,4.177,47308.514,47305.156,388657.462724711,388657.22765495,3107957.48890573,3107956.0074395,1.4999999943931084,47306.83500000001,3.3580000000001746,2.2386666750347572
1,4.14,47308.48,47305.241,388657.626651827,388657.38734602,3107957.48232653,3107956.00153866,1.4999999950739253,47306.8605,3.239000000001397,2.159333340425623
2,4.125,47308.398,47305.199,388657.79214549,388657.548241679,3107957.47529002,3107955.99525255,1.499999993763976,47306.798500000004,3.199000000000524,2.1326666755332564
3,4.078,47308.36,47305.153,388657.958559808,388657.710971345,3107957.46758116,3107955.98815561,1.500000001633251,47306.7565,3.2070000000021537,2.1379999976735085
4,4.051,47308.329,47305.192,388658.127114958,388657.874298425,3107957.45866107,3107955.98011997,1.4999999945204465,47306.760500000004,3.1369999999951688,2.0913333409698276
5,4.026,47308.392,47305.024,388658.297212312,388658.038804772,3107957.44828348,3107955.97070927,1.5000000010711436,47306.708,3.368000000002212,2.245333331731425
6,4.041,47308.365,47305.13,388658.468083401,388658.205241322,3107957.43623834,3107955.95944653,1.5000000030964877,47306.7475,3.235000000000582,2.1566666622149935
7,3.974,47308.379,47305.113,388658.641200021,388658.372117601,3107957.42192271,3107955.94625518,1.5000000023672801,47306.746,3.2660000000032596,2.177333329899268
8,3.937,47308.409,47304.929,388658.814994554,388658.540981022,3107957.40528596,3107955.93052612,1.5000000004028107,47306.668999999994,3.4800000000032014,2.3199999993791205
9,3.952,47308.192,47304.932,388658.991104237,388658.710172271,3107957.38570864,3107955.91225107,1.4999999930920382,47306.562000000005,3.2600000000020373,2.1733333433435607
10,3.9,47308.223,47305.006,388659.167790963,388658.881405168,3107957.36322197,3107955.8908147,1.4999999972121882,47306.614499999996,3.216999999996915,2.1446666706505613
11,3.823,47308.223,47304.991,388659.346865406,388659.052842234,3107957.3372072,3107955.86630599,1.4999999982809222,47306.607,3.231999999996333,2.1546666691335816
12,3.817,47308.147,47305.013,388659.526408162,388659.226373243,3107957.30780508,3107955.83811836,1.500000002585762,47306.58,3.1339999999981956,2.0893333297304513
13,3.807,47308.167,47304.899,388659.708414559,388659.399970145,3107957.27440926,3107955.80646442,1.500000003239412,47306.532999999996,3.268000000003667,2.178666661964045
15,3.72766666666667,47308.026,47304.861,388660.07566929,388659.751362845,3107957.19586884,3107955.73134662,1.500000001229261,47306.443499999994,3.165000000000873,2.1099999982714217
16,3.74,47308.075,47304.826,388660.262030786,388659.927962552,3107957.15027683,3107955.68795046,1.4999999993014315,47306.4505,3.2489999999961583,2.166000001006172
17,3.718,47307.914,47304.812,388660.449845507,388660.105472393,3107957.10047823,3107955.64054428,1.4999999934335506,47306.363,3.1019999999989523,2.0680000090522466
18,3.703,47308.039,47304.723,388660.637716037,388660.285238625,3107957.04681115,3107955.58881263,1.5000000031942844,47306.380999999994,3.315999999998894,2.210666661958264
19,3.65,47307.972,47304.751,388660.82833025,388660.464518182,3107956.98867312,3107955.53346153,1.499999997091528,47306.3615,3.221000000005006,2.1473333375003096
21,3.619,47308.102,47304.866,388661.213804136,388660.825361768,3107956.86025216,3107955.41142072,1.5000000048697621,47306.484,3.235999999997148,2.157333326327632
22,3.592,47308.019,47304.775,388661.408642567,388661.006816448,3107956.79021855,3107955.34504183,1.4999999936773778,47306.397,3.2439999999987776,2.162666675781668
23,3.552,47308.116,47304.815,388661.604868258,388661.188879907,3107956.71651299,3107955.27534898,1.5000000041546835,47306.465500000006,3.300999999999476,2.2006666605709353
24,3.546,47308.097,47304.841,388661.802471627,388661.371486937,3107956.63931906,3107955.2025685,1.499999991631229,47306.469,3.2560000000012224,2.1706666787780233
25,3.53,47307.986,47304.602,388662.001444031,388661.554567912,3107956.55883557,3107955.12694809,1.5000000070061916,47306.293999999994,3.3839999999981956,2.255999989461485
26,3.456,47307.868,47304.658,388662.201778139,388661.738048638,3107956.47527183,3107955.04875336,1.4999999984971764,47306.263000000006,3.209999999999127,2.1400000021434464
27,3.441,47307.916,47304.521,388662.405789816,388661.919528697,3107956.38805203,3107954.96905586,1.5000000022688793,47306.2185,3.3949999999967986,2.263333329907712
29,3.364,47307.799,47304.481,388662.816360332,388662.284620635,3107956.20621654,3107954.80362861,1.5000000024543148,47306.14,3.3179999999993015,2.2119999963802384
30,3.358,47307.708,47304.439,388663.025011811,388662.465958079,3107956.11123367,3107954.71930733,1.5000000035985088,47306.0735,3.269000000000233,2.179333328105255
31,3.305,47307.651,47304.61,388663.230346617,388662.651926065,3107956.01607162,3107954.63208114,1.4999999946668978,47306.1305,3.040999999997439,2.02733334053961
32,3.268,47307.631,47304.522,388663.437207733,388662.837586057,3107955.91906997,3107954.54413221,1.4999999995508322,47306.076499999996,3.1090000000040163,2.0726666672899943
33,3.253,47307.604,47304.492,388663.641341833,388663.027094456,3107955.82233687,3107954.45387052,1.4999999968697764,47306.047999999995,3.1120000000009895,2.0746666709967734
34,3.222,47307.623,47304.459,388663.846400848,388663.216701311,3107955.72455357,3107954.3631284,1.5000000003285756,47306.041,3.1639999999970314,2.109333332869304
35,3.244,47307.6,47304.34,388664.049274898,388663.409417657,3107955.62740765,3107954.27072688,1.5000000001320373,47305.97,3.2600000000020373,2.1733333331433844
36,3.191,47307.556,47304.26,388664.252488929,388663.602619117,3107955.52999081,3107954.17807763,1.5000000064564338,47305.907999999996,3.2959999999948195,2.1973333238719217
38,3.161,47307.372,47304.17,388664.65529552,388663.994719597,3107955.33754064,3107953.99082632,1.5000000033545853,47305.771,3.202000000004773,2.134666661895901
39,3.148,47307.29,47304.27,388664.855340748,388664.192966255,3107955.24277016,3107953.89693955,1.499999999935335,47305.78,3.0200000000040745,2.0133333334228443
40,3.108,47307.394,47304.055,388665.054558374,388664.392466625,3107955.1492287,3107953.80325897,1.4999999994249607,47305.7245,3.338999999999942,2.2260000008533196
42,3.025,47307.233,47303.988,388665.450573177,388664.794770418,3107954.96662466,3107953.61757954,1.4999999983276353,47305.610499999995,3.2450000000026193,2.163333335747001
43,2.982,47307.291,47304.024,388665.646475664,388664.99827227,3107954.87837269,3107953.52565973,1.4999999973521672,47305.6575,3.2669999999998254,2.178000003844537
44,2.96,47307.254,47304.022,388665.842126257,388665.202059841,3107954.79182399,3107953.43524189,1.500000003678932,47305.638,3.232000000003609,2.154666661384491
45,2.914,47307.153,47303.916,388666.035422552,388665.408139501,3107954.7081145,3107953.34557423,1.500000004676218,47305.534499999994,3.2370000000009895,2.157999993273141
46,2.905,47307.121,47303.821,388666.228854944,388665.613925814,3107954.62620437,3107953.25804424,1.4999999920766955,47305.471000000005,3.2999999999956344,2.200000011617936
47,2.899,47307.066,47303.938,388666.421196893,388665.820551336,3107954.54676961,3107953.17227882,1.500000005704629,47305.502,3.127999999996973,2.0853333254006134
48,2.837,47307.082,47303.769,388666.610194042,388666.030177538,3107954.47082998,3107953.08750759,1.4999999930017882,47305.4255,3.313000000001921,2.2086666769724252
50,2.785,47307.046,47303.662,388666.988309795,388666.447910356,3107954.3251678,3107952.92589354,1.5000000026060858,47305.354,3.3840000000054715,2.255999996084095
51,2.794,47306.969,47303.758,388667.172319917,388666.660945557,3107954.25739534,3107952.84725483,1.4999999981776408,47305.3635,3.2109999999956926,2.140666669264504
52,2.779,47306.98,47303.652,388667.359083828,388666.870523114,3107954.19061441,3107952.77240835,1.5000000002509586,47305.316000000006,3.3280000000013388,2.2186666662963637
53,2.717,47306.966,47303.707,388667.55484328,388667.070314452,3107954.12281582,3107952.70322722,1.4999999926352576,47305.336500000005,3.2589999999981956,2.172666677332884
54,2.711,47307.003,47303.641,388667.750328506,388667.269503828,3107954.05716575,3107952.63631825,1.499999996157742,47305.322,3.3619999999937136,2.2413333390703296
55,2.689,47306.845,47303.575,388667.945101598,388667.468444993,3107953.99364003,3107952.57138883,1.4999999981657997,47305.21,3.2700000000040745,2.1800000026684208
56,2.658,47306.938,47303.624,388668.139955229,388667.666262522,3107953.93175847,3107952.50851738,1.4999999936770718,47305.281,3.3139999999984866,2.2093333426452952
57,2.637,47306.911,47303.672,388668.334411667,388667.863352876,3107953.8714307,3107952.44731567,1.5000000011854269,47305.2915,3.239000000001397,2.159333331627777
58,2.591,47306.858,47303.503,388668.528431332,388668.059675918,3107953.81238594,3107952.38751108,1.5000000014589505,47305.1805,3.3550000000032014,2.2366666644933435
59,2.569,47307.032,47303.58,388668.721975398,388668.255192413,3107953.7543284,3107952.32880616,1.5000000038317722,47305.306,3.451999999997497,2.3013333274528747
60,2.56,47307.002,47303.595,388668.915005897,388668.44986405,3107953.69694627,3107952.27088769,1.5000000035156418,47305.298500000004,3.4069999999992433,2.271333328009366
61,2.545,47306.922,47303.673,388669.107347994,388668.643791296,3107953.63996654,3107952.21339191,1.499999995927462,47305.2975,3.2489999999961583,2.166000005878184
62,2.523,47306.931,47303.575,388669.299282689,388668.836620851,3107953.58297311,3107952.156108,1.500000006319467,47305.253,3.355999999999767,2.2373333239073423
63,2.508,47306.776,47303.539,388669.490595778,388669.028496837,3107953.52572718,3107952.09867968,1.4999999994268853,47305.1575,3.2370000000009895,2.1580000008251807
64,2.461,47306.873,47303.684,388669.681253455,388669.219385387,3107953.46795806,3107952.04083582,1.4999999999947737,47305.2785,3.1889999999984866,2.1260000000063983
66,2.424,47307.021,47303.582,388670.060473861,388669.598071533,3107953.3499574,3107951.92300818,1.499999996247642,47305.3015,3.4389999999984866,2.2926666724009284
67,2.394,47306.922,47303.68,388670.248975892,388669.785808553,3107953.28939808,3107951.86269698,1.5000000043050745,47305.301,3.24199999999837,2.1613333271291126
68,2.387,47306.917,47303.595,388670.436701351,388669.972437304,3107953.22767122,3107951.80132663,1.4999999980716787,47305.256,3.3220000000001164,2.2146666695138033
69,2.357,47306.792,47303.607,388670.623624183,388670.157931905,3107953.16475288,3107951.73887396,1.499999997549473,47305.1995,3.1849999999976717,2.123333336800638
71,2.335,47306.839,47303.524,388670.994967759,388670.525425792,3107953.03553279,3107951.61091693,1.5000000024418854,47305.1815,3.3150000000023283,2.209999996403841
72,2.314,47306.853,47303.462,388671.179347088,388670.707384436,3107952.96945887,3107951.54564313,1.5000000023750582,47305.1575,3.3910000000032596,2.260666663089363
73,2.341,47306.782,47303.527,388671.362841347,388670.888128085,3107952.90263641,3107951.47973539,1.4999999983094718,47305.154500000004,3.2549999999973807,2.1700000024438846
74,2.35,47306.837,47303.544,388671.545436403,388671.06764321,3107952.83527957,3107951.4134098,1.4999999928602266,47305.1905,3.2929999999978463,2.1953333437813525
75,2.289,47306.865,47303.37,388671.72712116,388671.245919376,3107952.76762501,3107951.34690518,1.499999997743507,47305.1175,3.4949999999953434,2.3300000035019814
